,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
1083,23.0,36000.0,RENT,2.0,VENTURE,C,17500.0,14.22,0.49,N,4.0,1
1084,21.0,37232.0,RENT,3.0,MEDICAL,B,17500.0,12.53,0.47,N,2.0,1
1085,21.0,24300.0,OWN,3.0,MEDICAL,B,4500.0,11.83,0.19,N,4.0,0
1086,21.0,24396.0,MORTGAGE,2.0,VENTURE,D,4000.0,15.05,0.16,N,4.0,0
1087,24.0,40800.0,RENT,6.0,MEDICAL,B,17500.0,10.62,0.42999999999999994,N,4.0,1
1088,22.0,24449.0,OWN,2.0,VENTURE,B,1800.000000000001,11.89,0.07,N,4.0,0
1089,24.0,24468.0,OWN,4.0,HOMEIMPROVEMENT,B,5000.0,10.75,0.2,N,3.0,0
1090,25.0,44000.0,RENT,6.0,EDUCATION,B,17500.0,12.53,0.4,N,4.0,1
1091,23.0,47500.0,RENT,5.0,MEDICAL,C,17500.0,13.61,0.37,N,4.0,1
1092,22.0,49176.0,RENT,7.0,MEDICAL,C,17500.0,13.85,0.36,N,2.0,1
1093,23.0,49270.0,RENT,7.0,DEBTCONSOLIDATION,C,17500.0,13.85,0.36,N,4.0,1
1094,23.0,53352.0,RENT,3.0,VENTURE,A,17500.0,6.54,0.33,N,2.0,1
1095,24.0,54996.0,RENT,7.0,EDUCATION,E,17500.0,17.19,0.32,N,3.0,1
1096,24.0,58000.0,RENT,5.0,EDUCATION,C,17500.0,13.49,0.3,Y,4.0,0
1097,23.0,59000.0,RENT,1.0,EDUCATION,B,17500.0,9.25,0.3,N,4.0,0
1098,26.0,60000.0,RENT,10.0,VENTURE,A,17500.0,6.54,0.29,N,4.0,0
1099,26.0,75000.0,RENT,4.0,PERSONAL,A,17500.0,7.9,0.23,N,2.0,0
1100,22.0,24900.0,MORTGAGE,1.0,MEDICAL,C,5500.0,13.16,0.22,N,2.0,1
1101,25.0,95950.0,RENT,2.0,HOMEIMPROVEMENT,B,17500.0,11.71,0.18,N,2.0,0
1102,21.0,24960.0,MORTGAGE,0.0,PERSONAL,C,2000.0,13.99,0.08,Y,3.0,0
1103,23.0,40000.0,RENT,2.0,EDUCATION,B,17475.0,9.91,0.43999999999999995,N,2.0,1
1104,21.0,45408.0,RENT,3.0,DEBTCONSOLIDATION,B,17475.0,9.91,0.38,N,2.0,1
1105,23.0,24996.0,MORTGAGE,4.0,EDUCATION,B,5000.0,12.69,0.2,N,2.0,0
1106,22.0,58000.0,RENT,0.0,EDUCATION,A,17475.0,7.51,0.3,N,3.0,0
1107,24.0,82000.0,RENT,7.0,PERSONAL,B,17400.0,11.99,0.21,N,4.0,0
1108,24.0,96000.0,RENT,1.0,DEBTCONSOLIDATION,B,17400.0,10.37,0.18,N,2.0,0
1109,24.0,133000.0,RENT,5.0,EDUCATION,B,17400.0,11.71,0.13,N,4.0,0
1110,24.0,95000.0,RENT,8.0,PERSONAL,D,17200.0,17.58,0.18,N,3.0,0
1111,23.0,35000.0,RENT,6.0,EDUCATION,B,17000.0,10.37,0.49,N,2.0,1
1112,26.0,29400.0,RENT,1.0,HOMEIMPROVEMENT,C,17000.0,12.99,0.58,Y,2.0,1
1113,21.0,24996.0,OWN,3.0,EDUCATION,D,7000.0,15.58,0.28,N,2.0,0
1114,22.0,40000.0,RENT,1.0,DEBTCONSOLIDATION,B,17000.0,10.65,0.42000000000000004,N,4.0,1
1115,22.0,41400.0,RENT,2.0,MEDICAL,C,17000.0,12.87,0.41000000000000003,N,3.0,1
1116,22.0,42000.0,RENT,5.0,DEBTCONSOLIDATION,A,17000.0,7.66,0.4,N,4.0,1
1117,24.0,43275.0,RENT,4.0,MEDICAL,C,17000.0,13.47,0.39,N,3.0,1
1118,24.0,45792.0,RENT,3.0,DEBTCONSOLIDATION,B,17000.0,10.38,0.37,N,2.0,1
1119,23.0,47000.0,RENT,8.0,DEBTCONSOLIDATION,B,17000.0,9.99,0.36,N,4.0,1
1120,25.0,49896.0,RENT,7.0,EDUCATION,E,17000.0,16.82,0.34,N,3.0,1
1121,24.0,50000.0,RENT,3.0,PERSONAL,C,17000.0,13.79,0.34,N,3.0,1
1122,23.0,24996.0,OWN,1.0,PERSONAL,D,4575.0,16.09,0.18,Y,2.0,0
1123,23.0,24996.0,OWN,1.0,EDUCATION,B,8000.0,11.26,0.32,N,2.0,0
1124,23.0,51000.0,RENT,7.0,PERSONAL,A,17000.0,8.49,0.33,N,4.0,1
1125,24.0,45000.0,RENT,4.0,EDUCATION,D,17000.0,14.96,0.38,Y,2.0,1
1126,25.0,52000.0,RENT,9.0,MEDICAL,C,17000.0,12.98,0.33,Y,2.0,1
1127,21.0,24996.0,OWN,5.0,MEDICAL,C,6500.0,11.34,0.26,Y,4.0,0
1128,23.0,52000.0,RENT,3.0,DEBTCONSOLIDATION,B,17000.0,11.58,0.33,N,4.0,1
1129,24.0,52500.0,RENT,3.0,HOMEIMPROVEMENT,B,17000.0,11.386666666666667,0.32,N,3.0,1
1130,23.0,54660.0,RENT,6.0,MEDICAL,B,17000.0,9.88,0.31,N,4.0,1
1131,26.0,25000.0,OWN,0.0,VENTURE,C,7400.0,14.78,0.3,N,2.0,0
1132,24.0,55782.0,RENT,3.0,DEBTCONSOLIDATION,A,17000.0,7.51,0.3,N,3.0,0
1133,23.0,53000.0,RENT,8.0,PERSONAL,B,17000.0,10.25,0.32,N,4.0,1
1134,22.0,25000.0,OWN,1.0,MEDICAL,C,2400.0,14.27,0.1,Y,2.0,0
1135,23.0,60000.0,RENT,3.0,PERSONAL,B,17000.0,11.11,0.28,N,2.0,0
1136,25.0,60000.0,RENT,3.0,PERSONAL,A,17000.0,6.91,0.28,N,2.0,0
1137,23.0,25000.0,OWN,2.0000000000000004,MEDICAL,C,4000.0,15.27,0.16,Y,4.0,0
1138,25.0,62000.0,RENT,3.0,VENTURE,A,17000.0,5.99,0.27,N,3.0,0
1139,26.0,65000.0,RENT,0.0,VENTURE,C,17000.0,13.47,0.26,N,2.0,0
1140,23.0,70000.0,RENT,1.0,PERSONAL,B,17000.0,8.88,0.24,N,3.0,0
1141,25.0,72000.0,RENT,5.0,MEDICAL,A,17000.0,7.88,0.24,N,3.0,0
1142,24.0,75000.0,RENT,0.0,DEBTCONSOLIDATION,B,17000.0,12.53,0.23,N,2.0,0
1143,24.0,75000.0,RENT,8.0,EDUCATION,B,17000.0,9.33,0.23,N,3.0,0
1144,23.0,78000.0,RENT,5.0,MEDICAL,B,17000.0,10.99,0.22,N,3.0,0
1145,21.0,25000.0,MORTGAGE,2.0,VENTURE,B,3600.0,9.91,0.14,N,4.0,0
1146,23.0,85500.0,RENT,1.0,EDUCATION,C,17000.0,13.11,0.2,Y,2.0,0
1147,22.0,89004.0,RENT,7.0,DEBTCONSOLIDATION,A,17000.0,9.63,0.19,N,4.0,0
1148,26.0,66300.0,RENT,0.0,MEDICAL,D,17000.0,16.77,0.22,Y,3.0,1
1149,23.0,90000.0,RENT,7.0,EDUCATION,B,17000.0,10.59,0.19,N,3.0,0
1150,26.0,95000.0,RENT,10.0,EDUCATION,B,17000.0,11.49,0.18,N,3.0,0
1151,22.0,96000.0,RENT,6.0,PERSONAL,B,17000.0,11.48,0.18,N,2.0,0
1152,25.0,114000.0,RENT,3.0,EDUCATION,B,17000.0,10.37,0.15,N,3.0,0
1153,26.0,175000.0,RENT,2.0,VENTURE,B,17000.0,9.88,0.1,N,3.0,0
1154,21.0,49000.0,RENT,2.0,PERSONAL,D,16950.0,18.25,0.35,Y,4.0,1
1155,24.0,72000.0,RENT,0.0,DEBTCONSOLIDATION,A,16875.0,6.54,0.23,N,4.0,0
1156,26.0,25000.0,MORTGAGE,10.0,MEDICAL,A,7000.0,6.99,0.28,N,2.0,0
1157,23.0,25000.0,OWN,5.0,MEDICAL,A,7200.0,8.49,0.29,N,2.0,0
1158,22.0,34819.0,RENT,2.0,PERSONAL,B,16800.0,10.99,0.48,N,4.0,1
1159,22.0,50000.0,RENT,1.0,MEDICAL,B,16800.0,12.53,0.34,N,3.0,1
1160,22.0,25000.0,MORTGAGE,4.0,EDUCATION,A,1800.000000000001,8.49,0.07,N,2.0,0
1161,24.0,55000.0,RENT,8.0,MEDICAL,B,16800.0,10.213333333333333,0.31,N,4.0,1
1162,22.0,60000.0,RENT,2.0,MEDICAL,C,16800.0,14.65,0.28,Y,4.0,0
1163,24.0,60000.0,RENT,8.0,EDUCATION,A,16800.0,6.54,0.28,N,2.0,0
1164,23.0,60000.0,RENT,0.0,MEDICAL,C,16800.0,13.85,0.28,Y,2.0,0
1165,26.0,54000.0,RENT,3.0,MEDICAL,D,16800.0,12.67,0.31,Y,3.0,1
1166,22.0,25000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,B,3000.000000000001,9.99,0.12,N,3.0,1
1167,22.0,66000.0,RENT,6.0,MEDICAL,C,16800.0,13.49,0.25,Y,3.0,0
1168,22.0,58650.0,RENT,6.0,MEDICAL,D,16800.0,16.77,0.24,N,2.0,1
1169,24.0,74000.0,RENT,1.0,HOMEIMPROVEMENT,D,16800.0,15.65,0.23,Y,3.0,1
1170,26.0,97000.0,RENT,11.0,HOMEIMPROVEMENT,B,16800.0,12.42,0.17,N,3.0,0
1171,26.0,97000.0,RENT,4.0,MEDICAL,A,16800.0,6.17,0.17,N,4.0,0
1172,23.0,103000.0,RENT,4.0,DEBTCONSOLIDATION,C,16800.0,13.11,0.16,N,4.0,0
1173,24.0,125000.0,RENT,8.0,VENTURE,B,16800.0,12.42,0.13,N,4.0,0
1174,25.0,25000.0,OWN,5.0,HOMEIMPROVEMENT,C,2000.0,14.17,0.08,N,3.0,0
1175,23.0,36000.0,RENT,2.0,MEDICAL,D,16750.0,15.28,0.47,Y,4.0,1
1176,22.0,44500.0,RENT,1.0,DEBTCONSOLIDATION,B,16750.0,10.75,0.38,N,4.0,1
1177,26.0,45000.0,RENT,10.0,MEDICAL,C,16750.0,12.41,0.37,N,3.0,1
1178,23.0,46272.0,RENT,7.0,DEBTCONSOLIDATION,B,16750.0,11.99,0.36,N,3.0,1
1179,24.0,25000.0,MORTGAGE,1.0,MEDICAL,B,4000.0,11.11,0.16,N,2.0,0
1180,26.0,42000.0,RENT,0.0,HOMEIMPROVEMENT,D,16750.0,17.58,0.4,N,3.0,1
1181,22.0,50496.0,RENT,6.0,MEDICAL,C,16750.0,13.11,0.33,Y,4.0,1
1182,23.0,54000.0,RENT,7.0,VENTURE,C,16750.0,13.91,0.31,N,4.0,1
1183,24.0,54000.0,RENT,0.0,PERSONAL,G,16750.0,20.11,0.31,Y,2.0,1
1184,23.0,54996.0,RENT,4.0,EDUCATION,B,16700.0,10.37,0.3,N,3.0,0
1185,25.0,59160.0,RENT,0.0,HOMEIMPROVEMENT,E,16600.0,14.18,0.28,N,4.0,1
1186,26.0,70000.0,RENT,9.0,MEDICAL,C,16525.0,13.92,0.24,Y,2.0,0
1187,25.0,98400.0,RENT,4.0,PERSONAL,D,16525.0,15.28,0.17,Y,3.0,0
1188,22.0,40428.0,RENT,4.0,MEDICAL,B,16500.0,10.75,0.41000000000000003,N,2.0,1
1189,26.0,47000.0,RENT,0.0,MEDICAL,A,16500.0,7.756666666666667,0.35,N,4.0,1
1190,23.0,47000.0,RENT,5.0,VENTURE,B,16500.0,10.62,0.35,N,3.0,1
1191,22.0,48000.0,RENT,6.0,MEDICAL,A,16500.0,8.9,0.34,N,4.0,1
1192,25.0,25000.0,OWN,2.0,VENTURE,A,1500.0,6.76,0.06000000000000001,N,4.0,0
1193,25.0,56000.0,RENT,0.0,HOMEIMPROVEMENT,D,16500.0,12.8,0.29,Y,3.0,1
1194,25.0,57504.0,RENT,2.0,HOMEIMPROVEMENT,A,16500.0,9.32,0.29,N,3.0,1
1195,24.0,25000.0,MORTGAGE,3.0,VENTURE,A,9000.0,7.139999999999999,0.36,N,4.0,0
1196,26.0,25000.0,OWN,7.0,VENTURE,A,11500.0,7.88,0.45999999999999996,N,3.0,0
1197,25.0,25000.0,OWN,3.0,EDUCATION,A,3000.000000000001,6.76,0.12,N,2.0,0
1198,26.0,83300.0,RENT,2.0,MEDICAL,D,16500.0,16.77,0.17,N,4.0,1
1199,24.0,45000.0,RENT,1.0,PERSONAL,C,16425.0,13.49,0.36,Y,2.0,1
1200,24.0,61000.0,RENT,3.0,HOMEIMPROVEMENT,B,16400.0,10.99,0.27,N,4.0,0
1201,22.0,27600.0,RENT,2.0,DEBTCONSOLIDATION,B,16300.0,11.796666666666667,0.59,N,4.0,1
1202,26.0,47000.0,RENT,5.0,PERSONAL,B,16250.0,12.42,0.35,N,4.0,1
1203,21.0,25000.0,MORTGAGE,6.0,PERSONAL,A,1000.0,7.51,0.04000000000000001,N,3.0,0
1204,22.0,54000.0,RENT,3.0,DEBTCONSOLIDATION,B,16075.0,10.37,0.3,N,3.0,0
1205,25.0,39000.0,RENT,1.0,HOMEIMPROVEMENT,E,16050.0,17.14,0.41000000000000003,Y,3.0,1
1206,23.0,30000.0,RENT,1.0,EDUCATION,C,16000.0,13.23,0.53,N,2.0,1
1207,22.0,33000.0,RENT,1.0,VENTURE,B,16000.0,10.99,0.48,N,2.0,1
1208,26.0,35000.0,RENT,2.0,EDUCATION,A,16000.0,6.03,0.45999999999999996,N,4.0,1
1209,26.0,25000.0,MORTGAGE,0.0,MEDICAL,D,6250.0,15.31,0.25,N,4.0,1
1210,24.0,35000.0,RENT,2.0,MEDICAL,B,16000.0,11.71,0.45999999999999996,N,3.0,1
1211,24.0,35500.0,RENT,3.0,PERSONAL,A,16000.0,6.866666666666666,0.44999999999999996,N,4.0,1
1212,23.0,25000.0,MORTGAGE,0.0,PERSONAL,C,4750.0,13.57,0.19,N,2.0,0
1213,21.0,25000.0,MORTGAGE,4.0,VENTURE,C,2799.999999999999,11.99,0.11,Y,3.0,0
1214,22.0,36900.0,RENT,5.0,VENTURE,A,16000.0,7.9,0.42999999999999994,N,2.0,1
1215,25.0,38000.0,RENT,8.0,MEDICAL,C,16000.0,12.87,0.42000000000000004,Y,3.0,1
1216,25.0,39000.0,RENT,6.0,VENTURE,D,16000.0,15.65,0.41000000000000003,Y,3.0,1
1217,24.0,39996.0,RENT,1.0,MEDICAL,B,16000.0,10.71,0.4,N,2.0,1
1218,22.0,25000.0,OWN,1.0,VENTURE,B,6000.0,11.89,0.24,N,2.0,0
1219,25.0,25000.0,OWN,1.0,VENTURE,C,4800.0,12.53,0.19,N,3.0,0
1220,25.0,40000.0,RENT,3.0,EDUCATION,B,16000.0,11.71,0.4,N,4.0,1
1221,23.0,40000.0,RENT,3.0,EDUCATION,C,16000.0,12.99,0.4,Y,2.0,1
1222,22.0,40000.0,RENT,1.0,EDUCATION,B,16000.0,8.88,0.4,N,3.0,1
1223,21.0,40000.0,RENT,0.0,EDUCATION,B,16000.0,11.83,0.4,N,4.0,1
1224,22.0,34000.0,RENT,0.0,EDUCATION,D,16000.0,13.24,0.47,N,3.0,1
1225,21.0,41900.0,RENT,2.0,VENTURE,C,16000.0,12.84,0.38,Y,2.0,1
1226,24.0,42494.0,RENT,7.0,VENTURE,B,16000.0,11.71,0.38,N,3.0,1
1227,23.0,25000.0,MORTGAGE,4.0,MEDICAL,A,5000.0,9.32,0.2,N,2.0,0
1228,22.0,25000.0,OWN,1.0,PERSONAL,A,11100.0,9.63,0.43999999999999995,N,3.0,0
1229,24.0,42856.0,RENT,8.0,DEBTCONSOLIDATION,A,16000.0,8.9,0.37,N,3.0,1
1230,25.0,43000.0,RENT,3.0,VENTURE,B,16000.0,11.49,0.37,N,2.0,1
1231,25.0,25000.0,OWN,7.0,MEDICAL,B,1525.0,10.95,0.06000000000000001,N,2.0,0
1232,24.0,25000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,7000.0,9.32,0.28,N,2.0,0
1233,23.0,44000.0,RENT,7.0,EDUCATION,A,16000.0,8.49,0.36,N,4.0,1
1234,24.0,44000.0,RENT,8.0,MEDICAL,A,16000.0,7.49,0.36,N,2.0,1
1235,26.0,25000.0,MORTGAGE,1.0,VENTURE,C,12000.0,12.09,0.48,N,2.0,1
1236,24.0,25000.0,MORTGAGE,1.0,MEDICAL,A,6500.0,7.296666666666667,0.26,N,4.0,0
1237,22.0,38400.0,RENT,4.0,VENTURE,C,16000.0,11.54,0.42000000000000004,Y,3.0,1
1238,24.0,25000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,A,10000.0,8.0,0.4,N,2.0,0
1239,24.0,39000.0,RENT,2.0,DEBTCONSOLIDATION,E,16000.0,19.91,0.41000000000000003,Y,3.0,1
1240,22.0,45000.0,RENT,6.0,DEBTCONSOLIDATION,B,16000.0,10.59,0.36,N,4.0,1
1241,21.0,25000.0,OWN,0.0,MEDICAL,B,8800.0,9.33,0.35,N,3.0,0
1242,24.0,39000.0,RENT,2.0,HOMEIMPROVEMENT,C,16000.0,13.06,0.41000000000000003,N,2.0,1
1243,24.0,25040.0,MORTGAGE,1.0,VENTURE,A,5000.0,5.79,0.2,N,4.0,0
1244,22.0,25062.0,OWN,4.0,DEBTCONSOLIDATION,D,4000.0,16.49,0.16,Y,2.0,0
1245,23.0,25100.0,OWN,7.0,EDUCATION,D,10800.0,14.59,0.42999999999999994,Y,3.0,0
1246,26.0,25104.0,OWN,0.0,DEBTCONSOLIDATION,D,5400.0,16.49,0.22,N,2.0,0
1247,23.0,39000.0,RENT,1.0,PERSONAL,B,16000.0,11.36,0.41000000000000003,N,3.0,1
1248,25.0,39000.0,RENT,9.0,MEDICAL,D,16000.0,14.11,0.41000000000000003,Y,2.0,1
1249,22.0,25200.0,MORTGAGE,2.0,PERSONAL,A,7000.0,6.03,0.28,N,4.0,0
1250,23.0,48000.0,RENT,2.0,EDUCATION,B,16000.0,10.0,0.33,N,4.0,1
1251,22.0,42000.0,RENT,0.0,VENTURE,D,16000.0,16.0,0.38,N,3.0,1
1252,25.0,50000.0,RENT,3.0,VENTURE,D,16000.0,17.58,0.32,N,4.0,1
1253,24.0,25200.0,OWN,1.0,MEDICAL,C,3200.0,15.23,0.13,Y,2.0,0
1254,23.0,25200.0,MORTGAGE,4.333333333333333,MEDICAL,A,1200.0,7.49,0.05,N,3.0,0
1255,24.0,50000.0,RENT,6.0,HOMEIMPROVEMENT,C,16000.0,13.99,0.32,Y,2.0,1
1256,25.0,25200.0,OWN,5.0,HOMEIMPROVEMENT,D,1200.0,15.99,0.05,Y,3.0,0
1257,24.0,50000.0,RENT,8.0,VENTURE,B,16000.0,10.62,0.32,N,2.0,1
1258,22.0,44000.0,RENT,1.0,EDUCATION,E,16000.0,16.35,0.36,N,3.0,1
1259,24.0,51000.0,RENT,8.0,MEDICAL,C,16000.0,13.85,0.31,N,3.0,1
1260,23.0,45000.0,RENT,7.0,MEDICAL,E,16000.0,16.45,0.36,Y,4.0,1
1261,21.0,52000.0,RENT,5.0,PERSONAL,D,16000.0,15.7,0.31,N,4.0,1
1262,22.0,53000.0,RENT,2.0,EDUCATION,A,16000.0,7.9,0.3,N,4.0,0
1263,24.0,54000.0,RENT,6.0,DEBTCONSOLIDATION,A,16000.0,8.09,0.3,N,4.0,0
1264,22.0,25200.0,MORTGAGE,7.0,MEDICAL,C,4000.0,12.73,0.16,N,2.0,1
1265,25.0,49000.0,RENT,2.0,DEBTCONSOLIDATION,C,16000.0,13.303333333333333,0.33,N,4.0,1
1266,22.0,55000.0,RENT,6.0,VENTURE,C,16000.0,14.473333333333333,0.29,Y,3.0,0
1267,21.0,55000.0,RENT,5.0,DEBTCONSOLIDATION,A,16000.0,8.94,0.29,N,2.0,0
1268,21.0,25200.0,MORTGAGE,0.0,PERSONAL,C,6500.0,14.26,0.26,Y,2.0,1
1269,22.0,25200.0,MORTGAGE,1.0,PERSONAL,C,7000.0,13.92,0.28,N,3.0,0
1270,25.0,58000.0,RENT,9.0,PERSONAL,A,16000.0,7.066666666666666,0.28,N,2.0,0
1271,25.0,52000.0,RENT,9.0,EDUCATION,C,16000.0,13.98,0.31,N,3.0,1
1272,23.0,25200.0,OWN,3.0,EDUCATION,B,1000.0,11.48,0.04000000000000001,N,4.0,0
1273,22.0,25200.0,MORTGAGE,0.0,MEDICAL,B,1000.0,11.48,0.04000000000000001,N,3.0,1
1274,22.0,52500.0,RENT,1.0,MEDICAL,B,16000.0,12.69,0.3,N,3.0,1
1275,26.0,60000.0,RENT,10.0,DEBTCONSOLIDATION,A,16000.0,7.49,0.27,N,2.0,0
1276,24.0,54000.0,RENT,0.0,HOMEIMPROVEMENT,D,16000.0,15.65,0.3,N,4.0,1
1277,26.0,54000.0,RENT,2.0,VENTURE,D,16000.0,14.83,0.3,N,2.0,1
1278,24.0,25344.0,MORTGAGE,5.0,MEDICAL,D,4000.0,16.49,0.16,N,3.0,1
1279,22.0,61000.0,RENT,3.0,VENTURE,C,16000.0,13.05,0.26,Y,2.0,0
1280,23.0,62000.0,RENT,7.0,VENTURE,A,16000.0,7.49,0.26,N,2.0,0
1281,23.0,25480.0,MORTGAGE,7.0,PERSONAL,B,5000.0,9.99,0.2,N,3.0,0
1282,23.0,25500.0,MORTGAGE,2.0,DEBTCONSOLIDATION,C,7850.0,13.49,0.31,N,4.0,0
1283,22.0,25500.0,MORTGAGE,0.0,VENTURE,A,7000.0,6.99,0.27,N,2.0,0
1284,22.0,57175.0,RENT,6.0,HOMEIMPROVEMENT,F,16000.0,17.15,0.28,N,4.0,1
1285,26.0,25500.0,MORTGAGE,8.0,HOMEIMPROVEMENT,C,5600.0,11.91,0.22,N,4.0,0
1286,22.0,57336.0,RENT,6.0,MEDICAL,D,16000.0,17.27,0.28,N,3.0,1
1287,25.0,25568.0,MORTGAGE,7.0,EDUCATION,C,12000.0,13.47,0.47,Y,2.0,1
1288,23.0,64000.0,RENT,2.0,PERSONAL,B,16000.0,10.74,0.25,N,3.0,0
1289,24.0,58575.0,RENT,2.0,MEDICAL,F,16000.0,19.47,0.27,N,2.0,1
1290,22.0,64800.0,RENT,1.0,EDUCATION,B,16000.0,10.37,0.25,N,4.0,0
1291,21.0,65000.0,RENT,5.0,PERSONAL,B,16000.0,9.91,0.25,N,3.0,0
1292,24.0,25632.0,MORTGAGE,4.0,EDUCATION,B,1500.0,9.91,0.06000000000000001,N,3.0,0
1293,22.0,65000.0,RENT,6.0,MEDICAL,A,16000.0,8.49,0.25,N,4.0,0
1294,22.0,25788.0,OWN,2.0,VENTURE,B,3500.0,12.18,0.14,N,2.0,0
1295,22.0,65000.0,RENT,6.0,PERSONAL,A,16000.0,7.88,0.25,N,3.0,0
1296,24.0,59000.0,RENT,2.0,MEDICAL,E,16000.0,16.45,0.27,N,2.0,1
1297,23.0,65000.0,RENT,7.0,PERSONAL,D,16000.0,14.59,0.25,N,4.0,0
1298,22.0,25920.0,MORTGAGE,7.0,VENTURE,B,11325.0,10.65,0.43999999999999995,N,3.0,0
1299,22.0,65000.0,RENT,6.0,DEBTCONSOLIDATION,C,16000.0,13.47,0.25,Y,3.0,0
1300,22.0,59000.0,RENT,4.0,MEDICAL,E,16000.0,16.32,0.27,N,3.0,1
1301,25.0,66000.0,RENT,6.0,HOMEIMPROVEMENT,B,16000.0,10.0,0.24,N,4.0,0
1302,22.0,25992.0,OTHER,6.0,DEBTCONSOLIDATION,B,3000.000000000001,9.45,0.12,N,3.0,0
1303,23.0,60996.0,RENT,0.0,HOMEIMPROVEMENT,E,16000.0,16.0,0.26,N,3.0,1
1304,23.0,62500.0,RENT,4.0,DEBTCONSOLIDATION,D,16000.0,14.54,0.26,N,2.0,1
1305,23.0,63000.0,RENT,0.0,EDUCATION,D,16000.0,14.42,0.25,N,3.0,1
1306,25.0,26000.0,MORTGAGE,3.0,EDUCATION,B,3825.0,11.71,0.15,N,2.0,0
1307,20.0,64000.0,RENT,3.0,VENTURE,D,16000.0,15.31,0.25,Y,4.0,1
1308,24.0,72000.0,RENT,8.0,PERSONAL,C,16000.0,13.06,0.22,Y,2.0,0
1309,26.0,74000.0,RENT,4.0,HOMEIMPROVEMENT,D,16000.0,14.84,0.22,Y,3.0,0
1310,24.0,74337.0,RENT,8.0,PERSONAL,B,16000.0,11.86,0.22,N,3.0,0
1311,26.0,74999.0,RENT,4.0,HOMEIMPROVEMENT,D,16000.0,17.27,0.21,Y,4.0,0
1312,26.0,26000.0,MORTGAGE,7.0,HOMEIMPROVEMENT,B,7000.0,10.99,0.27,N,4.0,0
1313,26.0,26000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,B,12000.0,10.916666666666666,0.45999999999999996,N,3.0,0
1314,26.0,75000.0,RENT,1.0,VENTURE,B,16000.0,10.623333333333333,0.21,N,2.0,0
1315,23.0,26000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,B,7800.0,10.59,0.3,N,4.0,0
1316,26.0,75000.0,RENT,2.0,PERSONAL,C,16000.0,13.35,0.21,Y,2.0,0
1317,23.0,26000.0,MORTGAGE,7.0,MEDICAL,A,5000.0,7.91,0.19,N,2.0,0
1318,24.0,69000.0,RENT,2.0,DEBTCONSOLIDATION,B,16000.0,11.89,0.23,N,4.0,1
1319,21.0,20000.0,RENT,2.0,DEBTCONSOLIDATION,C,1000.0,14.26,0.05,Y,2.0,0
1320,25.0,26000.0,OWN,6.333333333333333,EDUCATION,A,10000.0,5.79,0.38,N,3.0,0
1321,23.0,26000.0,OWN,7.0,PERSONAL,B,2000.0,10.36,0.08,N,2.0,0
1322,22.0,26000.0,MORTGAGE,4.0,PERSONAL,B,4000.0,9.25,0.15,N,2.0,0
1323,21.0,26000.0,OWN,5.0,EDUCATION,A,6000.0,5.79,0.23,N,2.0,0
1324,25.0,23712.0,RENT,9.0,MEDICAL,B,1000.0,11.49,0.04000000000000001,N,2.0,0
1325,24.0,24000.0,RENT,1.0,PERSONAL,E,1000.0,17.99,0.04000000000000001,N,3.0,1
1326,23.0,26000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,E,10000.0,16.083333333333332,0.38,Y,3.0,1
1327,21.0,24000.0,RENT,0.0,MEDICAL,B,1000.0,10.99,0.04000000000000001,N,2.0,1
1328,22.0,24000.0,RENT,3.0,DEBTCONSOLIDATION,C,1000.0,12.84,0.04000000000000001,Y,4.0,0
1329,21.0,24960.0,RENT,0.0,EDUCATION,C,1000.0,13.98,0.04000000000000001,N,4.0,0
1330,26.0,25000.0,RENT,1.0,MEDICAL,C,1000.0,14.65,0.04000000000000001,Y,3.0,0
1331,22.0,25000.0,RENT,3.0,DEBTCONSOLIDATION,D,1000.0,15.95,0.04000000000000001,N,2.0,1
1332,26.0,26000.0,OWN,0.0,DEBTCONSOLIDATION,E,8500.0,16.45,0.33,N,3.0,1
1333,21.0,26000.0,MORTGAGE,5.0,MEDICAL,D,14500.0,14.61,0.56,Y,2.0,1
1334,24.0,26000.0,MORTGAGE,8.0,MEDICAL,A,7000.0,7.74,0.27,N,2.0,0
1335,22.0,28000.0,RENT,0.0,HOMEIMPROVEMENT,D,1000.0,16.29,0.04000000000000001,Y,3.0,1
1336,25.0,28000.0,RENT,6.0,DEBTCONSOLIDATION,A,1000.0,7.51,0.04000000000000001,N,3.0,0
1337,22.0,26000.0,MORTGAGE,2.0,EDUCATION,A,2000.0,7.4,0.08,N,2.0,0
1338,22.0,28000.0,RENT,6.0,HOMEIMPROVEMENT,B,1000.0,10.25,0.04000000000000001,N,4.0,1
1339,24.0,28000.0,RENT,8.0,MEDICAL,B,1000.0,12.53,0.04000000000000001,N,4.0,0
1340,23.0,28600.0,RENT,7.0,EDUCATION,A,1000.0,7.9,0.03,N,3.0,0
1341,22.0,29000.0,RENT,4.0,VENTURE,A,1000.0,7.29,0.03,N,4.0,0
